Sorter,Combos,reverse_primer_i7,forward_primer_i5,reverse_primer_i7_well,forward_primer_i5_well,Var7,S_Row_R,S_Col_R,S_Row_F,S_Col_F,LastUsedDateTime,LastUsedBarcodeStartIndex,LastUsedBarcodeEndIndex
3,BC_00103BC_00203,BC_00103,BC_00203,E19,M20,E19M20,5,19,13,20,NaT,0,0
3,BC_00104BC_00204,BC_00104,BC_00204,G19,O20,G19O20,7,19,15,20,NaT,0,0
3,BC_00105BC_00205,BC_00105,BC_00205,I19,A22,I19A22,9,19,1,22,NaT,0,0
3,BC_00106BC_00206,BC_00106,BC_00206,K19,C22,K19C22,11,19,3,22,NaT,0,0
3,BC_00107BC_00207,BC_00107,BC_00207,M19,E22,M19E22,13,19,5,22,NaT,0,0
3,BC_00108BC_00208,BC_00108,BC_00208,O19,G22,O19G22,15,19,7,22,NaT,0,0
3,BC_00109BC_00209,BC_00109,BC_00209,A21,I22,A21I22,1,21,9,22,NaT,0,0
3,BC_00110BC_00210,BC_00110,BC_00210,C21,K22,C21K22,3,21,11,22,NaT,0,0
3,BC_00111BC_00211,BC_00111,BC_00211,E21,M22,E21M22,5,21,13,22,NaT,0,0
3,BC_00112BC_00212,BC_00112,BC_00212,G21,O22,G21O22,7,21,15,22,NaT,0,0
3,BC_00113BC_00213,BC_00113,BC_00213,I21,A24,I21A24,9,21,1,24,NaT,0,0
3,BC_00114BC_00214,BC_00114,BC_00214,K21,C24,K21C24,11,21,3,24,NaT,0,0
3,BC_00115BC_00215,BC_00115,BC_00215,M21,E24,M21E24,13,21,5,24,NaT,0,0
3,BC_00117BC_00216,BC_00117,BC_00216,A23,G24,A23G24,1,23,7,24,NaT,0,0
3,BC_00118BC_00217,BC_00118,BC_00217,C23,I24,C23I24,3,23,9,24,NaT,0,0
3,BC_00119BC_00218,BC_00119,BC_00218,E23,K24,E23K24,5,23,11,24,NaT,0,0
3,BC_00120BC_00219,BC_00120,BC_00219,G23,M24,G23M24,7,23,13,24,NaT,0,0
3,BC_00121BC_00220,BC_00121,BC_00220,I23,O24,I23O24,9,23,15,24,NaT,0,0
3,BC_00123BC_00125,BC_00123,BC_00125,M23,A2,M23A2,13,23,1,2,NaT,0,0
3,BC_00124BC_00126,BC_00124,BC_00126,O23,C2,O23C2,15,23,3,2,NaT,0,0
4,BC_00029BC_00128,BC_00029,BC_00128,A1,G2,A1G2,1,1,7,2,NaT,0,0
4,BC_00030BC_00129,BC_00030,BC_00129,C1,I2,C1I2,3,1,9,2,NaT,0,0
4,BC_00031BC_00130,BC_00031,BC_00130,E1,K2,E1K2,5,1,11,2,NaT,0,0
4,BC_00032BC_00131,BC_00032,BC_00131,G1,M2,G1M2,7,1,13,2,NaT,0,0
4,BC_00033BC_00132,BC_00033,BC_00132,I1,O2,I1O2,9,1,15,2,NaT,0,0
4,BC_00034BC_00133,BC_00034,BC_00133,K1,A4,K1A4,11,1,1,4,NaT,0,0
4,BC_00035BC_00134,BC_00035,BC_00134,M1,C4,M1C4,13,1,3,4,NaT,0,0
4,BC_00036BC_00135,BC_00036,BC_00135,O1,E4,O1E4,15,1,5,4,NaT,0,0
4,BC_00037BC_00136,BC_00037,BC_00136,A3,G4,A3G4,1,3,7,4,NaT,0,0
4,BC_00038BC_00137,BC_00038,BC_00137,C3,I4,C3I4,3,3,9,4,NaT,0,0
4,BC_00039BC_00138,BC_00039,BC_00138,E3,K4,E3K4,5,3,11,4,NaT,0,0
4,BC_00040BC_00139,BC_00040,BC_00139,G3,M4,G3M4,7,3,13,4,NaT,0,0
4,BC_00041BC_00140,BC_00041,BC_00140,I3,O4,I3O4,9,3,15,4,NaT,0,0
4,BC_00042BC_00141,BC_00042,BC_00141,K3,A6,K3A6,11,3,1,6,NaT,0,0
4,BC_00043BC_00142,BC_00043,BC_00142,M3,C6,M3C6,13,3,3,6,NaT,0,0
4,BC_00044BC_00143,BC_00044,BC_00143,O3,E6,O3E6,15,3,5,6,NaT,0,0
4,BC_00045BC_00144,BC_00045,BC_00144,A5,G6,A5G6,1,5,7,6,NaT,0,0
4,BC_00046BC_00145,BC_00046,BC_00145,C5,I6,C5I6,3,5,9,6,NaT,0,0
4,BC_00047BC_00146,BC_00047,BC_00146,E5,K6,E5K6,5,5,11,6,NaT,0,0
4,BC_00048BC_00147,BC_00048,BC_00147,G5,M6,G5M6,7,5,13,6,NaT,0,0
4,BC_00050BC_00148,BC_00050,BC_00148,K5,O6,K5O6,11,5,15,6,NaT,0,0
4,BC_00051BC_00149,BC_00051,BC_00149,M5,A8,M5A8,13,5,1,8,NaT,0,0
4,BC_00052BC_00150,BC_00052,BC_00150,O5,C8,O5C8,15,5,3,8,NaT,0,0
4,BC_00053BC_00151,BC_00053,BC_00151,A7,E8,A7E8,1,7,5,8,NaT,0,0
4,BC_00054BC_00152,BC_00054,BC_00152,C7,G8,C7G8,3,7,7,8,NaT,0,0
4,BC_00055BC_00153,BC_00055,BC_00153,E7,I8,E7I8,5,7,9,8,NaT,0,0
4,BC_00056BC_00154,BC_00056,BC_00154,G7,K8,G7K8,7,7,11,8,NaT,0,0
4,BC_00057BC_00155,BC_00057,BC_00155,I7,M8,I7M8,9,7,13,8,NaT,0,0
4,BC_00058BC_00156,BC_00058,BC_00156,K7,O8,K7O8,11,7,15,8,NaT,0,0
4,BC_00059BC_00157,BC_00059,BC_00157,M7,A10,M7A10,13,7,1,10,NaT,0,0
4,BC_00060BC_00158,BC_00060,BC_00158,O7,C10,O7C10,15,7,3,10,NaT,0,0
4,BC_00061BC_00159,BC_00061,BC_00159,A9,E10,A9E10,1,9,5,10,NaT,0,0
4,BC_00062BC_00160,BC_00062,BC_00160,C9,G10,C9G10,3,9,7,10,NaT,0,0
4,BC_00063BC_00161,BC_00063,BC_00161,E9,I10,E9I10,5,9,9,10,NaT,0,0
4,BC_00064BC_00162,BC_00064,BC_00162,G9,K10,G9K10,7,9,11,10,NaT,0,0
4,BC_00065BC_00164,BC_00065,BC_00164,I9,O10,I9O10,9,9,15,10,NaT,0,0
4,BC_00066BC_00165,BC_00066,BC_00165,K9,A12,K9A12,11,9,1,12,NaT,0,0
4,BC_00067BC_00166,BC_00067,BC_00166,M9,C12,M9C12,13,9,3,12,NaT,0,0
4,BC_00068BC_00167,BC_00068,BC_00167,O9,E12,O9E12,15,9,5,12,NaT,0,0
4,BC_00069BC_00168,BC_00069,BC_00168,A11,G12,A11G12,1,11,7,12,NaT,0,0
4,BC_00070BC_00169,BC_00070,BC_00169,C11,I12,C11I12,3,11,9,12,NaT,0,0
4,BC_00071BC_00170,BC_00071,BC_00170,E11,K12,E11K12,5,11,11,12,NaT,0,0
4,BC_00072BC_00171,BC_00072,BC_00171,G11,M12,G11M12,7,11,13,12,NaT,0,0
4,BC_00073BC_00172,BC_00073,BC_00172,I11,O12,I11O12,9,11,15,12,NaT,0,0
4,BC_00074BC_00173,BC_00074,BC_00173,K11,A14,K11A14,11,11,1,14,NaT,0,0
4,BC_00075BC_00174,BC_00075,BC_00174,M11,C14,M11C14,13,11,3,14,NaT,0,0
4,BC_00076BC_00175,BC_00076,BC_00175,O11,E14,O11E14,15,11,5,14,NaT,0,0
4,BC_00077BC_00176,BC_00077,BC_00176,A13,G14,A13G14,1,13,7,14,NaT,0,0
4,BC_00078BC_00177,BC_00078,BC_00177,C13,I14,C13I14,3,13,9,14,NaT,0,0
4,BC_00079BC_00178,BC_00079,BC_00178,E13,K14,E13K14,5,13,11,14,NaT,0,0
4,BC_00080BC_00179,BC_00080,BC_00179,G13,M14,G13M14,7,13,13,14,NaT,0,0
4,BC_00081BC_00180,BC_00081,BC_00180,I13,O14,I13O14,9,13,15,14,NaT,0,0
4,BC_00082BC_00181,BC_00082,BC_00181,K13,A16,K13A16,11,13,1,16,NaT,0,0
4,BC_00083BC_00182,BC_00083,BC_00182,M13,C16,M13C16,13,13,3,16,NaT,0,0
4,BC_00084BC_00183,BC_00084,BC_00183,O13,E16,O13E16,15,13,5,16,NaT,0,0
4,BC_00085BC_00184,BC_00085,BC_00184,A15,G16,A15G16,1,15,7,16,NaT,0,0
4,BC_00086BC_00185,BC_00086,BC_00185,C15,I16,C15I16,3,15,9,16,NaT,0,0
4,BC_00087BC_00186,BC_00087,BC_00186,E15,K16,E15K16,5,15,11,16,NaT,0,0
4,BC_00088BC_00187,BC_00088,BC_00187,G15,M16,G15M16,7,15,13,16,NaT,0,0
4,BC_00089BC_00188,BC_00089,BC_00188,I15,O16,I15O16,9,15,15,16,NaT,0,0
4,BC_00090BC_00189,BC_00090,BC_00189,K15,A18,K15A18,11,15,1,18,NaT,0,0
4,BC_00091BC_00190,BC_00091,BC_00190,M15,C18,M15C18,13,15,3,18,NaT,0,0
4,BC_00092BC_00191,BC_00092,BC_00191,O15,E18,O15E18,15,15,5,18,NaT,0,0
4,BC_00093BC_00192,BC_00093,BC_00192,A17,G18,A17G18,1,17,7,18,NaT,0,0
4,BC_00094BC_00193,BC_00094,BC_00193,C17,I18,C17I18,3,17,9,18,NaT,0,0
4,BC_00095BC_00194,BC_00095,BC_00194,E17,K18,E17K18,5,17,11,18,NaT,0,0
4,BC_00096BC_00195,BC_00096,BC_00195,G17,M18,G17M18,7,17,13,18,NaT,0,0
4,BC_00097BC_00196,BC_00097,BC_00196,I17,O18,I17O18,9,17,15,18,NaT,0,0
4,BC_00098BC_00197,BC_00098,BC_00197,K17,A20,K17A20,11,17,1,20,NaT,0,0
4,BC_00099BC_00198,BC_00099,BC_00198,M17,C20,M17C20,13,17,3,20,NaT,0,0
4,BC_00100BC_00199,BC_00100,BC_00199,O17,E20,O17E20,15,17,5,20,NaT,0,0
4,BC_00101BC_00202,BC_00101,BC_00202,A19,K20,A19K20,1,19,11,20,NaT,0,0
4,BC_00102BC_00203,BC_00102,BC_00203,C19,M20,C19M20,3,19,13,20,NaT,0,0
4,BC_00103BC_00204,BC_00103,BC_00204,E19,O20,E19O20,5,19,15,20,NaT,0,0
4,BC_00104BC_00205,BC_00104,BC_00205,G19,A22,G19A22,7,19,1,22,NaT,0,0
4,BC_00105BC_00206,BC_00105,BC_00206,I19,C22,I19C22,9,19,3,22,NaT,0,0
4,BC_00106BC_00207,BC_00106,BC_00207,K19,E22,K19E22,11,19,5,22,NaT,0,0
4,BC_00107BC_00208,BC_00107,BC_00208,M19,G22,M19G22,13,19,7,22,NaT,0,0
4,BC_00108BC_00209,BC_00108,BC_00209,O19,I22,O19I22,15,19,9,22,NaT,0,0
4,BC_00109BC_00210,BC_00109,BC_00210,A21,K22,A21K22,1,21,11,22,NaT,0,0
4,BC_00110BC_00211,BC_00110,BC_00211,C21,M22,C21M22,3,21,13,22,NaT,0,0
4,BC_00111BC_00212,BC_00111,BC_00212,E21,O22,E21O22,5,21,15,22,NaT,0,0
4,BC_00112BC_00213,BC_00112,BC_00213,G21,A24,G21A24,7,21,1,24,NaT,0,0
4,BC_00113BC_00214,BC_00113,BC_00214,I21,C24,I21C24,9,21,3,24,NaT,0,0
4,BC_00114BC_00215,BC_00114,BC_00215,K21,E24,K21E24,11,21,5,24,NaT,0,0
4,BC_00115BC_00216,BC_00115,BC_00216,M21,G24,M21G24,13,21,7,24,NaT,0,0
4,BC_00117BC_00217,BC_00117,BC_00217,A23,I24,A23I24,1,23,9,24,NaT,0,0
4,BC_00118BC_00218,BC_00118,BC_00218,C23,K24,C23K24,3,23,11,24,NaT,0,0
4,BC_00119BC_00219,BC_00119,BC_00219,E23,M24,E23M24,5,23,13,24,NaT,0,0
4,BC_00120BC_00220,BC_00120,BC_00220,G23,O24,G23O24,7,23,15,24,NaT,0,0
4,BC_00122BC_00125,BC_00122,BC_00125,K23,A2,K23A2,11,23,1,2,NaT,0,0
4,BC_00123BC_00126,BC_00123,BC_00126,M23,C2,M23C2,13,23,3,2,NaT,0,0
4,BC_00124BC_00127,BC_00124,BC_00127,O23,E2,O23E2,15,23,5,2,NaT,0,0
5,BC_00029BC_00129,BC_00029,BC_00129,A1,I2,A1I2,1,1,9,2,NaT,0,0
5,BC_00030BC_00130,BC_00030,BC_00130,C1,K2,C1K2,3,1,11,2,NaT,0,0
5,BC_00031BC_00131,BC_00031,BC_00131,E1,M2,E1M2,5,1,13,2,NaT,0,0
5,BC_00032BC_00132,BC_00032,BC_00132,G1,O2,G1O2,7,1,15,2,NaT,0,0
5,BC_00033BC_00133,BC_00033,BC_00133,I1,A4,I1A4,9,1,1,4,NaT,0,0
5,BC_00034BC_00134,BC_00034,BC_00134,K1,C4,K1C4,11,1,3,4,NaT,0,0
5,BC_00035BC_00135,BC_00035,BC_00135,M1,E4,M1E4,13,1,5,4,NaT,0,0
5,BC_00036BC_00136,BC_00036,BC_00136,O1,G4,O1G4,15,1,7,4,NaT,0,0
5,BC_00037BC_00137,BC_00037,BC_00137,A3,I4,A3I4,1,3,9,4,NaT,0,0
5,BC_00038BC_00138,BC_00038,BC_00138,C3,K4,C3K4,3,3,11,4,NaT,0,0
5,BC_00039BC_00139,BC_00039,BC_00139,E3,M4,E3M4,5,3,13,4,NaT,0,0
5,BC_00040BC_00140,BC_00040,BC_00140,G3,O4,G3O4,7,3,15,4,NaT,0,0
5,BC_00041BC_00141,BC_00041,BC_00141,I3,A6,I3A6,9,3,1,6,NaT,0,0
5,BC_00042BC_00142,BC_00042,BC_00142,K3,C6,K3C6,11,3,3,6,NaT,0,0
5,BC_00043BC_00143,BC_00043,BC_00143,M3,E6,M3E6,13,3,5,6,NaT,0,0
5,BC_00044BC_00144,BC_00044,BC_00144,O3,G6,O3G6,15,3,7,6,NaT,0,0
5,BC_00045BC_00145,BC_00045,BC_00145,A5,I6,A5I6,1,5,9,6,NaT,0,0
5,BC_00046BC_00146,BC_00046,BC_00146,C5,K6,C5K6,3,5,11,6,NaT,0,0
5,BC_00047BC_00147,BC_00047,BC_00147,E5,M6,E5M6,5,5,13,6,NaT,0,0
5,BC_00048BC_00148,BC_00048,BC_00148,G5,O6,G5O6,7,5,15,6,NaT,0,0
5,BC_00050BC_00149,BC_00050,BC_00149,K5,A8,K5A8,11,5,1,8,NaT,0,0
5,BC_00051BC_00150,BC_00051,BC_00150,M5,C8,M5C8,13,5,3,8,NaT,0,0
5,BC_00052BC_00151,BC_00052,BC_00151,O5,E8,O5E8,15,5,5,8,NaT,0,0
5,BC_00053BC_00152,BC_00053,BC_00152,A7,G8,A7G8,1,7,7,8,NaT,0,0
5,BC_00054BC_00153,BC_00054,BC_00153,C7,I8,C7I8,3,7,9,8,NaT,0,0
5,BC_00055BC_00154,BC_00055,BC_00154,E7,K8,E7K8,5,7,11,8,NaT,0,0
5,BC_00056BC_00155,BC_00056,BC_00155,G7,M8,G7M8,7,7,13,8,NaT,0,0
5,BC_00057BC_00156,BC_00057,BC_00156,I7,O8,I7O8,9,7,15,8,NaT,0,0
5,BC_00058BC_00157,BC_00058,BC_00157,K7,A10,K7A10,11,7,1,10,NaT,0,0
5,BC_00059BC_00158,BC_00059,BC_00158,M7,C10,M7C10,13,7,3,10,NaT,0,0
5,BC_00060BC_00159,BC_00060,BC_00159,O7,E10,O7E10,15,7,5,10,NaT,0,0
5,BC_00061BC_00160,BC_00061,BC_00160,A9,G10,A9G10,1,9,7,10,NaT,0,0
5,BC_00062BC_00161,BC_00062,BC_00161,C9,I10,C9I10,3,9,9,10,NaT,0,0
5,BC_00063BC_00162,BC_00063,BC_00162,E9,K10,E9K10,5,9,11,10,NaT,0,0
5,BC_00064BC_00164,BC_00064,BC_00164,G9,O10,G9O10,7,9,15,10,NaT,0,0
5,BC_00065BC_00165,BC_00065,BC_00165,I9,A12,I9A12,9,9,1,12,NaT,0,0
5,BC_00066BC_00166,BC_00066,BC_00166,K9,C12,K9C12,11,9,3,12,NaT,0,0
5,BC_00067BC_00167,BC_00067,BC_00167,M9,E12,M9E12,13,9,5,12,NaT,0,0
5,BC_00068BC_00168,BC_00068,BC_00168,O9,G12,O9G12,15,9,7,12,NaT,0,0
5,BC_00069BC_00169,BC_00069,BC_00169,A11,I12,A11I12,1,11,9,12,NaT,0,0
5,BC_00070BC_00170,BC_00070,BC_00170,C11,K12,C11K12,3,11,11,12,NaT,0,0
5,BC_00071BC_00171,BC_00071,BC_00171,E11,M12,E11M12,5,11,13,12,NaT,0,0
5,BC_00072BC_00172,BC_00072,BC_00172,G11,O12,G11O12,7,11,15,12,NaT,0,0
5,BC_00073BC_00173,BC_00073,BC_00173,I11,A14,I11A14,9,11,1,14,NaT,0,0
5,BC_00074BC_00174,BC_00074,BC_00174,K11,C14,K11C14,11,11,3,14,NaT,0,0
5,BC_00075BC_00175,BC_00075,BC_00175,M11,E14,M11E14,13,11,5,14,NaT,0,0
5,BC_00076BC_00176,BC_00076,BC_00176,O11,G14,O11G14,15,11,7,14,NaT,0,0
5,BC_00077BC_00177,BC_00077,BC_00177,A13,I14,A13I14,1,13,9,14,NaT,0,0
5,BC_00078BC_00178,BC_00078,BC_00178,C13,K14,C13K14,3,13,11,14,NaT,0,0
5,BC_00079BC_00179,BC_00079,BC_00179,E13,M14,E13M14,5,13,13,14,NaT,0,0
5,BC_00080BC_00180,BC_00080,BC_00180,G13,O14,G13O14,7,13,15,14,NaT,0,0
5,BC_00081BC_00181,BC_00081,BC_00181,I13,A16,I13A16,9,13,1,16,NaT,0,0
5,BC_00082BC_00182,BC_00082,BC_00182,K13,C16,K13C16,11,13,3,16,NaT,0,0
5,BC_00083BC_00183,BC_00083,BC_00183,M13,E16,M13E16,13,13,5,16,NaT,0,0
5,BC_00084BC_00184,BC_00084,BC_00184,O13,G16,O13G16,15,13,7,16,NaT,0,0
5,BC_00085BC_00185,BC_00085,BC_00185,A15,I16,A15I16,1,15,9,16,NaT,0,0
5,BC_00086BC_00186,BC_00086,BC_00186,C15,K16,C15K16,3,15,11,16,NaT,0,0
5,BC_00087BC_00187,BC_00087,BC_00187,E15,M16,E15M16,5,15,13,16,NaT,0,0
5,BC_00088BC_00188,BC_00088,BC_00188,G15,O16,G15O16,7,15,15,16,NaT,0,0
5,BC_00089BC_00189,BC_00089,BC_00189,I15,A18,I15A18,9,15,1,18,NaT,0,0
5,BC_00090BC_00190,BC_00090,BC_00190,K15,C18,K15C18,11,15,3,18,NaT,0,0
5,BC_00091BC_00191,BC_00091,BC_00191,M15,E18,M15E18,13,15,5,18,NaT,0,0
5,BC_00092BC_00192,BC_00092,BC_00192,O15,G18,O15G18,15,15,7,18,NaT,0,0
5,BC_00093BC_00193,BC_00093,BC_00193,A17,I18,A17I18,1,17,9,18,NaT,0,0
5,BC_00094BC_00194,BC_00094,BC_00194,C17,K18,C17K18,3,17,11,18,NaT,0,0
5,BC_00095BC_00195,BC_00095,BC_00195,E17,M18,E17M18,5,17,13,18,NaT,0,0
5,BC_00096BC_00196,BC_00096,BC_00196,G17,O18,G17O18,7,17,15,18,NaT,0,0
5,BC_00097BC_00197,BC_00097,BC_00197,I17,A20,I17A20,9,17,1,20,NaT,0,0
5,BC_00098BC_00198,BC_00098,BC_00198,K17,C20,K17C20,11,17,3,20,NaT,0,0
5,BC_00099BC_00199,BC_00099,BC_00199,M17,E20,M17E20,13,17,5,20,NaT,0,0
5,BC_00100BC_00202,BC_00100,BC_00202,O17,K20,O17K20,15,17,11,20,NaT,0,0
5,BC_00101BC_00203,BC_00101,BC_00203,A19,M20,A19M20,1,19,13,20,NaT,0,0
5,BC_00102BC_00204,BC_00102,BC_00204,C19,O20,C19O20,3,19,15,20,NaT,0,0
5,BC_00103BC_00205,BC_00103,BC_00205,E19,A22,E19A22,5,19,1,22,NaT,0,0
5,BC_00104BC_00206,BC_00104,BC_00206,G19,C22,G19C22,7,19,3,22,NaT,0,0
5,BC_00105BC_00207,BC_00105,BC_00207,I19,E22,I19E22,9,19,5,22,NaT,0,0
5,BC_00106BC_00208,BC_00106,BC_00208,K19,G22,K19G22,11,19,7,22,NaT,0,0
5,BC_00107BC_00209,BC_00107,BC_00209,M19,I22,M19I22,13,19,9,22,NaT,0,0
5,BC_00108BC_00210,BC_00108,BC_00210,O19,K22,O19K22,15,19,11,22,NaT,0,0
5,BC_00109BC_00211,BC_00109,BC_00211,A21,M22,A21M22,1,21,13,22,NaT,0,0
5,BC_00110BC_00212,BC_00110,BC_00212,C21,O22,C21O22,3,21,15,22,NaT,0,0
5,BC_00111BC_00213,BC_00111,BC_00213,E21,A24,E21A24,5,21,1,24,NaT,0,0
5,BC_00112BC_00214,BC_00112,BC_00214,G21,C24,G21C24,7,21,3,24,NaT,0,0
5,BC_00113BC_00215,BC_00113,BC_00215,I21,E24,I21E24,9,21,5,24,NaT,0,0
5,BC_00114BC_00216,BC_00114,BC_00216,K21,G24,K21G24,11,21,7,24,NaT,0,0
5,BC_00115BC_00217,BC_00115,BC_00217,M21,I24,M21I24,13,21,9,24,NaT,0,0
5,BC_00117BC_00218,BC_00117,BC_00218,A23,K24,A23K24,1,23,11,24,NaT,0,0
5,BC_00118BC_00219,BC_00118,BC_00219,C23,M24,C23M24,3,23,13,24,NaT,0,0
5,BC_00119BC_00220,BC_00119,BC_00220,E23,O24,E23O24,5,23,15,24,NaT,0,0
5,BC_00121BC_00125,BC_00121,BC_00125,I23,A2,I23A2,9,23,1,2,NaT,0,0
5,BC_00122BC_00126,BC_00122,BC_00126,K23,C2,K23C2,11,23,3,2,NaT,0,0
5,BC_00123BC_00127,BC_00123,BC_00127,M23,E2,M23E2,13,23,5,2,NaT,0,0
5,BC_00124BC_00128,BC_00124,BC_00128,O23,G2,O23G2,15,23,7,2,NaT,0,0
6,BC_00029BC_00130,BC_00029,BC_00130,A1,K2,A1K2,1,1,11,2,NaT,0,0
6,BC_00030BC_00131,BC_00030,BC_00131,C1,M2,C1M2,3,1,13,2,NaT,0,0
6,BC_00031BC_00132,BC_00031,BC_00132,E1,O2,E1O2,5,1,15,2,NaT,0,0
6,BC_00032BC_00133,BC_00032,BC_00133,G1,A4,G1A4,7,1,1,4,NaT,0,0
6,BC_00033BC_00134,BC_00033,BC_00134,I1,C4,I1C4,9,1,3,4,NaT,0,0
6,BC_00034BC_00135,BC_00034,BC_00135,K1,E4,K1E4,11,1,5,4,NaT,0,0
6,BC_00035BC_00136,BC_00035,BC_00136,M1,G4,M1G4,13,1,7,4,NaT,0,0
6,BC_00036BC_00137,BC_00036,BC_00137,O1,I4,O1I4,15,1,9,4,NaT,0,0
6,BC_00037BC_00138,BC_00037,BC_00138,A3,K4,A3K4,1,3,11,4,NaT,0,0
6,BC_00038BC_00139,BC_00038,BC_00139,C3,M4,C3M4,3,3,13,4,NaT,0,0
6,BC_00039BC_00140,BC_00039,BC_00140,E3,O4,E3O4,5,3,15,4,NaT,0,0
6,BC_00040BC_00141,BC_00040,BC_00141,G3,A6,G3A6,7,3,1,6,NaT,0,0
6,BC_00041BC_00142,BC_00041,BC_00142,I3,C6,I3C6,9,3,3,6,NaT,0,0
6,BC_00042BC_00143,BC_00042,BC_00143,K3,E6,K3E6,11,3,5,6,NaT,0,0
6,BC_00043BC_00144,BC_00043,BC_00144,M3,G6,M3G6,13,3,7,6,NaT,0,0
6,BC_00044BC_00145,BC_00044,BC_00145,O3,I6,O3I6,15,3,9,6,NaT,0,0
6,BC_00045BC_00146,BC_00045,BC_00146,A5,K6,A5K6,1,5,11,6,NaT,0,0
6,BC_00046BC_00147,BC_00046,BC_00147,C5,M6,C5M6,3,5,13,6,NaT,0,0
6,BC_00047BC_00148,BC_00047,BC_00148,E5,O6,E5O6,5,5,15,6,NaT,0,0
6,BC_00048BC_00149,BC_00048,BC_00149,G5,A8,G5A8,7,5,1,8,NaT,0,0
6,BC_00050BC_00150,BC_00050,BC_00150,K5,C8,K5C8,11,5,3,8,NaT,0,0
6,BC_00051BC_00151,BC_00051,BC_00151,M5,E8,M5E8,13,5,5,8,NaT,0,0
6,BC_00052BC_00152,BC_00052,BC_00152,O5,G8,O5G8,15,5,7,8,NaT,0,0
6,BC_00053BC_00153,BC_00053,BC_00153,A7,I8,A7I8,1,7,9,8,NaT,0,0
6,BC_00054BC_00154,BC_00054,BC_00154,C7,K8,C7K8,3,7,11,8,NaT,0,0
6,BC_00055BC_00155,BC_00055,BC_00155,E7,M8,E7M8,5,7,13,8,NaT,0,0
6,BC_00056BC_00156,BC_00056,BC_00156,G7,O8,G7O8,7,7,15,8,NaT,0,0
6,BC_00057BC_00157,BC_00057,BC_00157,I7,A10,I7A10,9,7,1,10,NaT,0,0
6,BC_00058BC_00158,BC_00058,BC_00158,K7,C10,K7C10,11,7,3,10,NaT,0,0
6,BC_00059BC_00159,BC_00059,BC_00159,M7,E10,M7E10,13,7,5,10,NaT,0,0
6,BC_00060BC_00160,BC_00060,BC_00160,O7,G10,O7G10,15,7,7,10,NaT,0,0
6,BC_00061BC_00161,BC_00061,BC_00161,A9,I10,A9I10,1,9,9,10,NaT,0,0
6,BC_00062BC_00162,BC_00062,BC_00162,C9,K10,C9K10,3,9,11,10,NaT,0,0
6,BC_00063BC_00164,BC_00063,BC_00164,E9,O10,E9O10,5,9,15,10,NaT,0,0
6,BC_00064BC_00165,BC_00064,BC_00165,G9,A12,G9A12,7,9,1,12,NaT,0,0
6,BC_00065BC_00166,BC_00065,BC_00166,I9,C12,I9C12,9,9,3,12,NaT,0,0
6,BC_00066BC_00167,BC_00066,BC_00167,K9,E12,K9E12,11,9,5,12,NaT,0,0
6,BC_00067BC_00168,BC_00067,BC_00168,M9,G12,M9G12,13,9,7,12,NaT,0,0
6,BC_00068BC_00169,BC_00068,BC_00169,O9,I12,O9I12,15,9,9,12,NaT,0,0
6,BC_00069BC_00170,BC_00069,BC_00170,A11,K12,A11K12,1,11,11,12,NaT,0,0
6,BC_00070BC_00171,BC_00070,BC_00171,C11,M12,C11M12,3,11,13,12,NaT,0,0
6,BC_00071BC_00172,BC_00071,BC_00172,E11,O12,E11O12,5,11,15,12,NaT,0,0
6,BC_00072BC_00173,BC_00072,BC_00173,G11,A14,G11A14,7,11,1,14,NaT,0,0
6,BC_00073BC_00174,BC_00073,BC_00174,I11,C14,I11C14,9,11,3,14,NaT,0,0
6,BC_00074BC_00175,BC_00074,BC_00175,K11,E14,K11E14,11,11,5,14,NaT,0,0
6,BC_00075BC_00176,BC_00075,BC_00176,M11,G14,M11G14,13,11,7,14,NaT,0,0
6,BC_00076BC_00177,BC_00076,BC_00177,O11,I14,O11I14,15,11,9,14,NaT,0,0
6,BC_00077BC_00178,BC_00077,BC_00178,A13,K14,A13K14,1,13,11,14,NaT,0,0
6,BC_00078BC_00179,BC_00078,BC_00179,C13,M14,C13M14,3,13,13,14,NaT,0,0
6,BC_00079BC_00180,BC_00079,BC_00180,E13,O14,E13O14,5,13,15,14,NaT,0,0
6,BC_00080BC_00181,BC_00080,BC_00181,G13,A16,G13A16,7,13,1,16,NaT,0,0
6,BC_00081BC_00182,BC_00081,BC_00182,I13,C16,I13C16,9,13,3,16,NaT,0,0
6,BC_00082BC_00183,BC_00082,BC_00183,K13,E16,K13E16,11,13,5,16,NaT,0,0
6,BC_00083BC_00184,BC_00083,BC_00184,M13,G16,M13G16,13,13,7,16,NaT,0,0
6,BC_00084BC_00185,BC_00084,BC_00185,O13,I16,O13I16,15,13,9,16,NaT,0,0
6,BC_00085BC_00186,BC_00085,BC_00186,A15,K16,A15K16,1,15,11,16,NaT,0,0
6,BC_00086BC_00187,BC_00086,BC_00187,C15,M16,C15M16,3,15,13,16,NaT,0,0
6,BC_00087BC_00188,BC_00087,BC_00188,E15,O16,E15O16,5,15,15,16,NaT,0,0
6,BC_00088BC_00189,BC_00088,BC_00189,G15,A18,G15A18,7,15,1,18,NaT,0,0
6,BC_00089BC_00190,BC_00089,BC_00190,I15,C18,I15C18,9,15,3,18,NaT,0,0
