Sorter,Combos,reverse_primer_i7,forward_primer_i5,reverse_primer_i7_well,forward_primer_i5_well,Var7,S_Row_R,S_Col_R,S_Row_F,S_Col_F,LastUsedDateTime,LastUsedBarcodeStartIndex,LastUsedBarcodeEndIndex
43,BC_00065BC_00205,BC_00065,BC_00205,I9,A22,I9A22,9,9,1,22,NaT,0,0
43,BC_00066BC_00206,BC_00066,BC_00206,K9,C22,K9C22,11,9,3,22,NaT,0,0
43,BC_00067BC_00207,BC_00067,BC_00207,M9,E22,M9E22,13,9,5,22,NaT,0,0
43,BC_00068BC_00208,BC_00068,BC_00208,O9,G22,O9G22,15,9,7,22,NaT,0,0
43,BC_00069BC_00209,BC_00069,BC_00209,A11,I22,A11I22,1,11,9,22,NaT,0,0
43,BC_00070BC_00210,BC_00070,BC_00210,C11,K22,C11K22,3,11,11,22,NaT,0,0
43,BC_00071BC_00211,BC_00071,BC_00211,E11,M22,E11M22,5,11,13,22,NaT,0,0
43,BC_00072BC_00212,BC_00072,BC_00212,G11,O22,G11O22,7,11,15,22,NaT,0,0
43,BC_00073BC_00213,BC_00073,BC_00213,I11,A24,I11A24,9,11,1,24,NaT,0,0
43,BC_00074BC_00214,BC_00074,BC_00214,K11,C24,K11C24,11,11,3,24,NaT,0,0
43,BC_00075BC_00215,BC_00075,BC_00215,M11,E24,M11E24,13,11,5,24,NaT,0,0
43,BC_00076BC_00216,BC_00076,BC_00216,O11,G24,O11G24,15,11,7,24,NaT,0,0
43,BC_00077BC_00217,BC_00077,BC_00217,A13,I24,A13I24,1,13,9,24,NaT,0,0
43,BC_00078BC_00218,BC_00078,BC_00218,C13,K24,C13K24,3,13,11,24,NaT,0,0
43,BC_00079BC_00219,BC_00079,BC_00219,E13,M24,E13M24,5,13,13,24,NaT,0,0
43,BC_00080BC_00220,BC_00080,BC_00220,G13,O24,G13O24,7,13,15,24,NaT,0,0
43,BC_00082BC_00125,BC_00082,BC_00125,K13,A2,K13A2,11,13,1,2,NaT,0,0
43,BC_00083BC_00126,BC_00083,BC_00126,M13,C2,M13C2,13,13,3,2,NaT,0,0
43,BC_00084BC_00127,BC_00084,BC_00127,O13,E2,O13E2,15,13,5,2,NaT,0,0
43,BC_00085BC_00128,BC_00085,BC_00128,A15,G2,A15G2,1,15,7,2,NaT,0,0
43,BC_00086BC_00129,BC_00086,BC_00129,C15,I2,C15I2,3,15,9,2,NaT,0,0
43,BC_00087BC_00130,BC_00087,BC_00130,E15,K2,E15K2,5,15,11,2,NaT,0,0
43,BC_00088BC_00131,BC_00088,BC_00131,G15,M2,G15M2,7,15,13,2,NaT,0,0
43,BC_00089BC_00132,BC_00089,BC_00132,I15,O2,I15O2,9,15,15,2,NaT,0,0
43,BC_00090BC_00133,BC_00090,BC_00133,K15,A4,K15A4,11,15,1,4,NaT,0,0
43,BC_00091BC_00134,BC_00091,BC_00134,M15,C4,M15C4,13,15,3,4,NaT,0,0
43,BC_00092BC_00135,BC_00092,BC_00135,O15,E4,O15E4,15,15,5,4,NaT,0,0
43,BC_00093BC_00136,BC_00093,BC_00136,A17,G4,A17G4,1,17,7,4,NaT,0,0
43,BC_00094BC_00137,BC_00094,BC_00137,C17,I4,C17I4,3,17,9,4,NaT,0,0
43,BC_00095BC_00138,BC_00095,BC_00138,E17,K4,E17K4,5,17,11,4,NaT,0,0
43,BC_00096BC_00139,BC_00096,BC_00139,G17,M4,G17M4,7,17,13,4,NaT,0,0
43,BC_00097BC_00140,BC_00097,BC_00140,I17,O4,I17O4,9,17,15,4,NaT,0,0
43,BC_00098BC_00141,BC_00098,BC_00141,K17,A6,K17A6,11,17,1,6,NaT,0,0
43,BC_00099BC_00142,BC_00099,BC_00142,M17,C6,M17C6,13,17,3,6,NaT,0,0
43,BC_00100BC_00143,BC_00100,BC_00143,O17,E6,O17E6,15,17,5,6,NaT,0,0
43,BC_00101BC_00144,BC_00101,BC_00144,A19,G6,A19G6,1,19,7,6,NaT,0,0
43,BC_00102BC_00145,BC_00102,BC_00145,C19,I6,C19I6,3,19,9,6,NaT,0,0
43,BC_00103BC_00146,BC_00103,BC_00146,E19,K6,E19K6,5,19,11,6,NaT,0,0
43,BC_00104BC_00147,BC_00104,BC_00147,G19,M6,G19M6,7,19,13,6,NaT,0,0
43,BC_00105BC_00148,BC_00105,BC_00148,I19,O6,I19O6,9,19,15,6,NaT,0,0
43,BC_00106BC_00149,BC_00106,BC_00149,K19,A8,K19A8,11,19,1,8,NaT,0,0
43,BC_00107BC_00150,BC_00107,BC_00150,M19,C8,M19C8,13,19,3,8,NaT,0,0
43,BC_00108BC_00151,BC_00108,BC_00151,O19,E8,O19E8,15,19,5,8,NaT,0,0
43,BC_00109BC_00152,BC_00109,BC_00152,A21,G8,A21G8,1,21,7,8,NaT,0,0
43,BC_00110BC_00153,BC_00110,BC_00153,C21,I8,C21I8,3,21,9,8,NaT,0,0
43,BC_00111BC_00154,BC_00111,BC_00154,E21,K8,E21K8,5,21,11,8,NaT,0,0
43,BC_00112BC_00155,BC_00112,BC_00155,G21,M8,G21M8,7,21,13,8,NaT,0,0
43,BC_00113BC_00156,BC_00113,BC_00156,I21,O8,I21O8,9,21,15,8,NaT,0,0
43,BC_00114BC_00157,BC_00114,BC_00157,K21,A10,K21A10,11,21,1,10,NaT,0,0
43,BC_00115BC_00158,BC_00115,BC_00158,M21,C10,M21C10,13,21,3,10,NaT,0,0
43,BC_00117BC_00159,BC_00117,BC_00159,A23,E10,A23E10,1,23,5,10,NaT,0,0
43,BC_00118BC_00160,BC_00118,BC_00160,C23,G10,C23G10,3,23,7,10,NaT,0,0
43,BC_00119BC_00161,BC_00119,BC_00161,E23,I10,E23I10,5,23,9,10,NaT,0,0
43,BC_00120BC_00162,BC_00120,BC_00162,G23,K10,G23K10,7,23,11,10,NaT,0,0
43,BC_00121BC_00164,BC_00121,BC_00164,I23,O10,I23O10,9,23,15,10,NaT,0,0
43,BC_00122BC_00165,BC_00122,BC_00165,K23,A12,K23A12,11,23,1,12,NaT,0,0
43,BC_00123BC_00166,BC_00123,BC_00166,M23,C12,M23C12,13,23,3,12,NaT,0,0
43,BC_00124BC_00167,BC_00124,BC_00167,O23,E12,O23E12,15,23,5,12,NaT,0,0
44,BC_00029BC_00169,BC_00029,BC_00169,A1,I12,A1I12,1,1,9,12,NaT,0,0
44,BC_00030BC_00170,BC_00030,BC_00170,C1,K12,C1K12,3,1,11,12,NaT,0,0
44,BC_00031BC_00171,BC_00031,BC_00171,E1,M12,E1M12,5,1,13,12,NaT,0,0
44,BC_00032BC_00172,BC_00032,BC_00172,G1,O12,G1O12,7,1,15,12,NaT,0,0
44,BC_00033BC_00173,BC_00033,BC_00173,I1,A14,I1A14,9,1,1,14,NaT,0,0
44,BC_00034BC_00174,BC_00034,BC_00174,K1,C14,K1C14,11,1,3,14,NaT,0,0
44,BC_00035BC_00175,BC_00035,BC_00175,M1,E14,M1E14,13,1,5,14,NaT,0,0
44,BC_00036BC_00176,BC_00036,BC_00176,O1,G14,O1G14,15,1,7,14,NaT,0,0
44,BC_00037BC_00177,BC_00037,BC_00177,A3,I14,A3I14,1,3,9,14,NaT,0,0
44,BC_00038BC_00178,BC_00038,BC_00178,C3,K14,C3K14,3,3,11,14,NaT,0,0
44,BC_00039BC_00179,BC_00039,BC_00179,E3,M14,E3M14,5,3,13,14,NaT,0,0
44,BC_00040BC_00180,BC_00040,BC_00180,G3,O14,G3O14,7,3,15,14,NaT,0,0
44,BC_00041BC_00181,BC_00041,BC_00181,I3,A16,I3A16,9,3,1,16,NaT,0,0
44,BC_00042BC_00182,BC_00042,BC_00182,K3,C16,K3C16,11,3,3,16,NaT,0,0
44,BC_00043BC_00183,BC_00043,BC_00183,M3,E16,M3E16,13,3,5,16,NaT,0,0
44,BC_00044BC_00184,BC_00044,BC_00184,O3,G16,O3G16,15,3,7,16,NaT,0,0
44,BC_00045BC_00185,BC_00045,BC_00185,A5,I16,A5I16,1,5,9,16,NaT,0,0
44,BC_00046BC_00186,BC_00046,BC_00186,C5,K16,C5K16,3,5,11,16,NaT,0,0
44,BC_00047BC_00187,BC_00047,BC_00187,E5,M16,E5M16,5,5,13,16,NaT,0,0
44,BC_00048BC_00188,BC_00048,BC_00188,G5,O16,G5O16,7,5,15,16,NaT,0,0
44,BC_00050BC_00189,BC_00050,BC_00189,K5,A18,K5A18,11,5,1,18,NaT,0,0
44,BC_00051BC_00190,BC_00051,BC_00190,M5,C18,M5C18,13,5,3,18,NaT,0,0
44,BC_00052BC_00191,BC_00052,BC_00191,O5,E18,O5E18,15,5,5,18,NaT,0,0
44,BC_00053BC_00192,BC_00053,BC_00192,A7,G18,A7G18,1,7,7,18,NaT,0,0
44,BC_00054BC_00193,BC_00054,BC_00193,C7,I18,C7I18,3,7,9,18,NaT,0,0
44,BC_00055BC_00194,BC_00055,BC_00194,E7,K18,E7K18,5,7,11,18,NaT,0,0
44,BC_00056BC_00195,BC_00056,BC_00195,G7,M18,G7M18,7,7,13,18,NaT,0,0
44,BC_00057BC_00196,BC_00057,BC_00196,I7,O18,I7O18,9,7,15,18,NaT,0,0
44,BC_00058BC_00197,BC_00058,BC_00197,K7,A20,K7A20,11,7,1,20,NaT,0,0
44,BC_00059BC_00198,BC_00059,BC_00198,M7,C20,M7C20,13,7,3,20,NaT,0,0
44,BC_00060BC_00199,BC_00060,BC_00199,O7,E20,O7E20,15,7,5,20,NaT,0,0
44,BC_00061BC_00202,BC_00061,BC_00202,A9,K20,A9K20,1,9,11,20,NaT,0,0
44,BC_00062BC_00203,BC_00062,BC_00203,C9,M20,C9M20,3,9,13,20,NaT,0,0
44,BC_00063BC_00204,BC_00063,BC_00204,E9,O20,E9O20,5,9,15,20,NaT,0,0
44,BC_00064BC_00205,BC_00064,BC_00205,G9,A22,G9A22,7,9,1,22,NaT,0,0
44,BC_00065BC_00206,BC_00065,BC_00206,I9,C22,I9C22,9,9,3,22,NaT,0,0
44,BC_00066BC_00207,BC_00066,BC_00207,K9,E22,K9E22,11,9,5,22,NaT,0,0
44,BC_00067BC_00208,BC_00067,BC_00208,M9,G22,M9G22,13,9,7,22,NaT,0,0
44,BC_00068BC_00209,BC_00068,BC_00209,O9,I22,O9I22,15,9,9,22,NaT,0,0
44,BC_00069BC_00210,BC_00069,BC_00210,A11,K22,A11K22,1,11,11,22,NaT,0,0
44,BC_00070BC_00211,BC_00070,BC_00211,C11,M22,C11M22,3,11,13,22,NaT,0,0
44,BC_00071BC_00212,BC_00071,BC_00212,E11,O22,E11O22,5,11,15,22,NaT,0,0
44,BC_00072BC_00213,BC_00072,BC_00213,G11,A24,G11A24,7,11,1,24,NaT,0,0
44,BC_00073BC_00214,BC_00073,BC_00214,I11,C24,I11C24,9,11,3,24,NaT,0,0
44,BC_00074BC_00215,BC_00074,BC_00215,K11,E24,K11E24,11,11,5,24,NaT,0,0
44,BC_00075BC_00216,BC_00075,BC_00216,M11,G24,M11G24,13,11,7,24,NaT,0,0
44,BC_00076BC_00217,BC_00076,BC_00217,O11,I24,O11I24,15,11,9,24,NaT,0,0
44,BC_00077BC_00218,BC_00077,BC_00218,A13,K24,A13K24,1,13,11,24,NaT,0,0
44,BC_00078BC_00219,BC_00078,BC_00219,C13,M24,C13M24,3,13,13,24,NaT,0,0
44,BC_00079BC_00220,BC_00079,BC_00220,E13,O24,E13O24,5,13,15,24,NaT,0,0
44,BC_00081BC_00125,BC_00081,BC_00125,I13,A2,I13A2,9,13,1,2,NaT,0,0
44,BC_00082BC_00126,BC_00082,BC_00126,K13,C2,K13C2,11,13,3,2,NaT,0,0
44,BC_00083BC_00127,BC_00083,BC_00127,M13,E2,M13E2,13,13,5,2,NaT,0,0
44,BC_00084BC_00128,BC_00084,BC_00128,O13,G2,O13G2,15,13,7,2,NaT,0,0
44,BC_00085BC_00129,BC_00085,BC_00129,A15,I2,A15I2,1,15,9,2,NaT,0,0
44,BC_00086BC_00130,BC_00086,BC_00130,C15,K2,C15K2,3,15,11,2,NaT,0,0
44,BC_00087BC_00131,BC_00087,BC_00131,E15,M2,E15M2,5,15,13,2,NaT,0,0
44,BC_00088BC_00132,BC_00088,BC_00132,G15,O2,G15O2,7,15,15,2,NaT,0,0
44,BC_00089BC_00133,BC_00089,BC_00133,I15,A4,I15A4,9,15,1,4,NaT,0,0
44,BC_00090BC_00134,BC_00090,BC_00134,K15,C4,K15C4,11,15,3,4,NaT,0,0
44,BC_00091BC_00135,BC_00091,BC_00135,M15,E4,M15E4,13,15,5,4,NaT,0,0
44,BC_00092BC_00136,BC_00092,BC_00136,O15,G4,O15G4,15,15,7,4,NaT,0,0
44,BC_00093BC_00137,BC_00093,BC_00137,A17,I4,A17I4,1,17,9,4,NaT,0,0
44,BC_00094BC_00138,BC_00094,BC_00138,C17,K4,C17K4,3,17,11,4,NaT,0,0
44,BC_00095BC_00139,BC_00095,BC_00139,E17,M4,E17M4,5,17,13,4,NaT,0,0
44,BC_00096BC_00140,BC_00096,BC_00140,G17,O4,G17O4,7,17,15,4,NaT,0,0
44,BC_00097BC_00141,BC_00097,BC_00141,I17,A6,I17A6,9,17,1,6,NaT,0,0
44,BC_00098BC_00142,BC_00098,BC_00142,K17,C6,K17C6,11,17,3,6,NaT,0,0
44,BC_00099BC_00143,BC_00099,BC_00143,M17,E6,M17E6,13,17,5,6,NaT,0,0
44,BC_00100BC_00144,BC_00100,BC_00144,O17,G6,O17G6,15,17,7,6,NaT,0,0
44,BC_00101BC_00145,BC_00101,BC_00145,A19,I6,A19I6,1,19,9,6,NaT,0,0
44,BC_00102BC_00146,BC_00102,BC_00146,C19,K6,C19K6,3,19,11,6,NaT,0,0
44,BC_00103BC_00147,BC_00103,BC_00147,E19,M6,E19M6,5,19,13,6,NaT,0,0
44,BC_00104BC_00148,BC_00104,BC_00148,G19,O6,G19O6,7,19,15,6,NaT,0,0
44,BC_00105BC_00149,BC_00105,BC_00149,I19,A8,I19A8,9,19,1,8,NaT,0,0
44,BC_00106BC_00150,BC_00106,BC_00150,K19,C8,K19C8,11,19,3,8,NaT,0,0
44,BC_00107BC_00151,BC_00107,BC_00151,M19,E8,M19E8,13,19,5,8,NaT,0,0
44,BC_00108BC_00152,BC_00108,BC_00152,O19,G8,O19G8,15,19,7,8,NaT,0,0
44,BC_00109BC_00153,BC_00109,BC_00153,A21,I8,A21I8,1,21,9,8,NaT,0,0
44,BC_00110BC_00154,BC_00110,BC_00154,C21,K8,C21K8,3,21,11,8,NaT,0,0
44,BC_00111BC_00155,BC_00111,BC_00155,E21,M8,E21M8,5,21,13,8,NaT,0,0
44,BC_00112BC_00156,BC_00112,BC_00156,G21,O8,G21O8,7,21,15,8,NaT,0,0
44,BC_00113BC_00157,BC_00113,BC_00157,I21,A10,I21A10,9,21,1,10,NaT,0,0
44,BC_00114BC_00158,BC_00114,BC_00158,K21,C10,K21C10,11,21,3,10,NaT,0,0
44,BC_00115BC_00159,BC_00115,BC_00159,M21,E10,M21E10,13,21,5,10,NaT,0,0
44,BC_00117BC_00160,BC_00117,BC_00160,A23,G10,A23G10,1,23,7,10,NaT,0,0
44,BC_00118BC_00161,BC_00118,BC_00161,C23,I10,C23I10,3,23,9,10,NaT,0,0
44,BC_00119BC_00162,BC_00119,BC_00162,E23,K10,E23K10,5,23,11,10,NaT,0,0
44,BC_00120BC_00164,BC_00120,BC_00164,G23,O10,G23O10,7,23,15,10,NaT,0,0
44,BC_00121BC_00165,BC_00121,BC_00165,I23,A12,I23A12,9,23,1,12,NaT,0,0
44,BC_00122BC_00166,BC_00122,BC_00166,K23,C12,K23C12,11,23,3,12,NaT,0,0
44,BC_00123BC_00167,BC_00123,BC_00167,M23,E12,M23E12,13,23,5,12,NaT,0,0
44,BC_00124BC_00168,BC_00124,BC_00168,O23,G12,O23G12,15,23,7,12,NaT,0,0
45,BC_00029BC_00170,BC_00029,BC_00170,A1,K12,A1K12,1,1,11,12,NaT,0,0
45,BC_00030BC_00171,BC_00030,BC_00171,C1,M12,C1M12,3,1,13,12,NaT,0,0
45,BC_00031BC_00172,BC_00031,BC_00172,E1,O12,E1O12,5,1,15,12,NaT,0,0
45,BC_00032BC_00173,BC_00032,BC_00173,G1,A14,G1A14,7,1,1,14,NaT,0,0
45,BC_00033BC_00174,BC_00033,BC_00174,I1,C14,I1C14,9,1,3,14,NaT,0,0
45,BC_00034BC_00175,BC_00034,BC_00175,K1,E14,K1E14,11,1,5,14,NaT,0,0
45,BC_00035BC_00176,BC_00035,BC_00176,M1,G14,M1G14,13,1,7,14,NaT,0,0
45,BC_00036BC_00177,BC_00036,BC_00177,O1,I14,O1I14,15,1,9,14,NaT,0,0
45,BC_00037BC_00178,BC_00037,BC_00178,A3,K14,A3K14,1,3,11,14,NaT,0,0
45,BC_00038BC_00179,BC_00038,BC_00179,C3,M14,C3M14,3,3,13,14,NaT,0,0
45,BC_00039BC_00180,BC_00039,BC_00180,E3,O14,E3O14,5,3,15,14,NaT,0,0
45,BC_00040BC_00181,BC_00040,BC_00181,G3,A16,G3A16,7,3,1,16,NaT,0,0
45,BC_00041BC_00182,BC_00041,BC_00182,I3,C16,I3C16,9,3,3,16,NaT,0,0
45,BC_00042BC_00183,BC_00042,BC_00183,K3,E16,K3E16,11,3,5,16,NaT,0,0
45,BC_00043BC_00184,BC_00043,BC_00184,M3,G16,M3G16,13,3,7,16,NaT,0,0
45,BC_00044BC_00185,BC_00044,BC_00185,O3,I16,O3I16,15,3,9,16,NaT,0,0
45,BC_00045BC_00186,BC_00045,BC_00186,A5,K16,A5K16,1,5,11,16,NaT,0,0
45,BC_00046BC_00187,BC_00046,BC_00187,C5,M16,C5M16,3,5,13,16,NaT,0,0
45,BC_00047BC_00188,BC_00047,BC_00188,E5,O16,E5O16,5,5,15,16,NaT,0,0
45,BC_00048BC_00189,BC_00048,BC_00189,G5,A18,G5A18,7,5,1,18,NaT,0,0
45,BC_00050BC_00190,BC_00050,BC_00190,K5,C18,K5C18,11,5,3,18,NaT,0,0
45,BC_00051BC_00191,BC_00051,BC_00191,M5,E18,M5E18,13,5,5,18,NaT,0,0
45,BC_00052BC_00192,BC_00052,BC_00192,O5,G18,O5G18,15,5,7,18,NaT,0,0
45,BC_00053BC_00193,BC_00053,BC_00193,A7,I18,A7I18,1,7,9,18,NaT,0,0
45,BC_00054BC_00194,BC_00054,BC_00194,C7,K18,C7K18,3,7,11,18,NaT,0,0
45,BC_00055BC_00195,BC_00055,BC_00195,E7,M18,E7M18,5,7,13,18,NaT,0,0
45,BC_00056BC_00196,BC_00056,BC_00196,G7,O18,G7O18,7,7,15,18,NaT,0,0
45,BC_00057BC_00197,BC_00057,BC_00197,I7,A20,I7A20,9,7,1,20,NaT,0,0
45,BC_00058BC_00198,BC_00058,BC_00198,K7,C20,K7C20,11,7,3,20,NaT,0,0
45,BC_00059BC_00199,BC_00059,BC_00199,M7,E20,M7E20,13,7,5,20,NaT,0,0
45,BC_00060BC_00202,BC_00060,BC_00202,O7,K20,O7K20,15,7,11,20,NaT,0,0
45,BC_00061BC_00203,BC_00061,BC_00203,A9,M20,A9M20,1,9,13,20,NaT,0,0
45,BC_00062BC_00204,BC_00062,BC_00204,C9,O20,C9O20,3,9,15,20,NaT,0,0
45,BC_00063BC_00205,BC_00063,BC_00205,E9,A22,E9A22,5,9,1,22,NaT,0,0
45,BC_00064BC_00206,BC_00064,BC_00206,G9,C22,G9C22,7,9,3,22,NaT,0,0
45,BC_00065BC_00207,BC_00065,BC_00207,I9,E22,I9E22,9,9,5,22,NaT,0,0
45,BC_00066BC_00208,BC_00066,BC_00208,K9,G22,K9G22,11,9,7,22,NaT,0,0
45,BC_00067BC_00209,BC_00067,BC_00209,M9,I22,M9I22,13,9,9,22,NaT,0,0
45,BC_00068BC_00210,BC_00068,BC_00210,O9,K22,O9K22,15,9,11,22,NaT,0,0
45,BC_00069BC_00211,BC_00069,BC_00211,A11,M22,A11M22,1,11,13,22,NaT,0,0
45,BC_00070BC_00212,BC_00070,BC_00212,C11,O22,C11O22,3,11,15,22,NaT,0,0
45,BC_00071BC_00213,BC_00071,BC_00213,E11,A24,E11A24,5,11,1,24,NaT,0,0
45,BC_00072BC_00214,BC_00072,BC_00214,G11,C24,G11C24,7,11,3,24,NaT,0,0
45,BC_00073BC_00215,BC_00073,BC_00215,I11,E24,I11E24,9,11,5,24,NaT,0,0
45,BC_00074BC_00216,BC_00074,BC_00216,K11,G24,K11G24,11,11,7,24,NaT,0,0
45,BC_00075BC_00217,BC_00075,BC_00217,M11,I24,M11I24,13,11,9,24,NaT,0,0
45,BC_00076BC_00218,BC_00076,BC_00218,O11,K24,O11K24,15,11,11,24,NaT,0,0
45,BC_00077BC_00219,BC_00077,BC_00219,A13,M24,A13M24,1,13,13,24,NaT,0,0
45,BC_00078BC_00220,BC_00078,BC_00220,C13,O24,C13O24,3,13,15,24,NaT,0,0
45,BC_00080BC_00125,BC_00080,BC_00125,G13,A2,G13A2,7,13,1,2,NaT,0,0
45,BC_00081BC_00126,BC_00081,BC_00126,I13,C2,I13C2,9,13,3,2,NaT,0,0
45,BC_00082BC_00127,BC_00082,BC_00127,K13,E2,K13E2,11,13,5,2,NaT,0,0
45,BC_00083BC_00128,BC_00083,BC_00128,M13,G2,M13G2,13,13,7,2,NaT,0,0
45,BC_00084BC_00129,BC_00084,BC_00129,O13,I2,O13I2,15,13,9,2,NaT,0,0
45,BC_00085BC_00130,BC_00085,BC_00130,A15,K2,A15K2,1,15,11,2,NaT,0,0
45,BC_00086BC_00131,BC_00086,BC_00131,C15,M2,C15M2,3,15,13,2,NaT,0,0
45,BC_00087BC_00132,BC_00087,BC_00132,E15,O2,E15O2,5,15,15,2,NaT,0,0
45,BC_00088BC_00133,BC_00088,BC_00133,G15,A4,G15A4,7,15,1,4,NaT,0,0
45,BC_00089BC_00134,BC_00089,BC_00134,I15,C4,I15C4,9,15,3,4,NaT,0,0
45,BC_00090BC_00135,BC_00090,BC_00135,K15,E4,K15E4,11,15,5,4,NaT,0,0
45,BC_00091BC_00136,BC_00091,BC_00136,M15,G4,M15G4,13,15,7,4,NaT,0,0
45,BC_00092BC_00137,BC_00092,BC_00137,O15,I4,O15I4,15,15,9,4,NaT,0,0
45,BC_00093BC_00138,BC_00093,BC_00138,A17,K4,A17K4,1,17,11,4,NaT,0,0
45,BC_00094BC_00139,BC_00094,BC_00139,C17,M4,C17M4,3,17,13,4,NaT,0,0
45,BC_00095BC_00140,BC_00095,BC_00140,E17,O4,E17O4,5,17,15,4,NaT,0,0
45,BC_00096BC_00141,BC_00096,BC_00141,G17,A6,G17A6,7,17,1,6,NaT,0,0
45,BC_00097BC_00142,BC_00097,BC_00142,I17,C6,I17C6,9,17,3,6,NaT,0,0
45,BC_00098BC_00143,BC_00098,BC_00143,K17,E6,K17E6,11,17,5,6,NaT,0,0
45,BC_00099BC_00144,BC_00099,BC_00144,M17,G6,M17G6,13,17,7,6,NaT,0,0
45,BC_00100BC_00145,BC_00100,BC_00145,O17,I6,O17I6,15,17,9,6,NaT,0,0
45,BC_00101BC_00146,BC_00101,BC_00146,A19,K6,A19K6,1,19,11,6,NaT,0,0
45,BC_00102BC_00147,BC_00102,BC_00147,C19,M6,C19M6,3,19,13,6,NaT,0,0
45,BC_00103BC_00148,BC_00103,BC_00148,E19,O6,E19O6,5,19,15,6,NaT,0,0
45,BC_00104BC_00149,BC_00104,BC_00149,G19,A8,G19A8,7,19,1,8,NaT,0,0
45,BC_00105BC_00150,BC_00105,BC_00150,I19,C8,I19C8,9,19,3,8,NaT,0,0
45,BC_00106BC_00151,BC_00106,BC_00151,K19,E8,K19E8,11,19,5,8,NaT,0,0
45,BC_00107BC_00152,BC_00107,BC_00152,M19,G8,M19G8,13,19,7,8,NaT,0,0
45,BC_00108BC_00153,BC_00108,BC_00153,O19,I8,O19I8,15,19,9,8,NaT,0,0
45,BC_00109BC_00154,BC_00109,BC_00154,A21,K8,A21K8,1,21,11,8,NaT,0,0
45,BC_00110BC_00155,BC_00110,BC_00155,C21,M8,C21M8,3,21,13,8,NaT,0,0
45,BC_00111BC_00156,BC_00111,BC_00156,E21,O8,E21O8,5,21,15,8,NaT,0,0
45,BC_00112BC_00157,BC_00112,BC_00157,G21,A10,G21A10,7,21,1,10,NaT,0,0
45,BC_00113BC_00158,BC_00113,BC_00158,I21,C10,I21C10,9,21,3,10,NaT,0,0
45,BC_00114BC_00159,BC_00114,BC_00159,K21,E10,K21E10,11,21,5,10,NaT,0,0
45,BC_00115BC_00160,BC_00115,BC_00160,M21,G10,M21G10,13,21,7,10,NaT,0,0
45,BC_00117BC_00161,BC_00117,BC_00161,A23,I10,A23I10,1,23,9,10,NaT,0,0
45,BC_00118BC_00162,BC_00118,BC_00162,C23,K10,C23K10,3,23,11,10,NaT,0,0
45,BC_00119BC_00164,BC_00119,BC_00164,E23,O10,E23O10,5,23,15,10,NaT,0,0
45,BC_00120BC_00165,BC_00120,BC_00165,G23,A12,G23A12,7,23,1,12,NaT,0,0
45,BC_00121BC_00166,BC_00121,BC_00166,I23,C12,I23C12,9,23,3,12,NaT,0,0
45,BC_00122BC_00167,BC_00122,BC_00167,K23,E12,K23E12,11,23,5,12,NaT,0,0
45,BC_00123BC_00168,BC_00123,BC_00168,M23,G12,M23G12,13,23,7,12,NaT,0,0
45,BC_00124BC_00169,BC_00124,BC_00169,O23,I12,O23I12,15,23,9,12,NaT,0,0
46,BC_00029BC_00171,BC_00029,BC_00171,A1,M12,A1M12,1,1,13,12,NaT,0,0
46,BC_00030BC_00172,BC_00030,BC_00172,C1,O12,C1O12,3,1,15,12,NaT,0,0
46,BC_00031BC_00173,BC_00031,BC_00173,E1,A14,E1A14,5,1,1,14,NaT,0,0
46,BC_00032BC_00174,BC_00032,BC_00174,G1,C14,G1C14,7,1,3,14,NaT,0,0
46,BC_00033BC_00175,BC_00033,BC_00175,I1,E14,I1E14,9,1,5,14,NaT,0,0
46,BC_00034BC_00176,BC_00034,BC_00176,K1,G14,K1G14,11,1,7,14,NaT,0,0
46,BC_00035BC_00177,BC_00035,BC_00177,M1,I14,M1I14,13,1,9,14,NaT,0,0
46,BC_00036BC_00178,BC_00036,BC_00178,O1,K14,O1K14,15,1,11,14,NaT,0,0
46,BC_00037BC_00179,BC_00037,BC_00179,A3,M14,A3M14,1,3,13,14,NaT,0,0
46,BC_00038BC_00180,BC_00038,BC_00180,C3,O14,C3O14,3,3,15,14,NaT,0,0
46,BC_00039BC_00181,BC_00039,BC_00181,E3,A16,E3A16,5,3,1,16,NaT,0,0
46,BC_00040BC_00182,BC_00040,BC_00182,G3,C16,G3C16,7,3,3,16,NaT,0,0
46,BC_00041BC_00183,BC_00041,BC_00183,I3,E16,I3E16,9,3,5,16,NaT,0,0
46,BC_00042BC_00184,BC_00042,BC_00184,K3,G16,K3G16,11,3,7,16,NaT,0,0
46,BC_00043BC_00185,BC_00043,BC_00185,M3,I16,M3I16,13,3,9,16,NaT,0,0
46,BC_00044BC_00186,BC_00044,BC_00186,O3,K16,O3K16,15,3,11,16,NaT,0,0
46,BC_00045BC_00187,BC_00045,BC_00187,A5,M16,A5M16,1,5,13,16,NaT,0,0
46,BC_00046BC_00188,BC_00046,BC_00188,C5,O16,C5O16,3,5,15,16,NaT,0,0
46,BC_00047BC_00189,BC_00047,BC_00189,E5,A18,E5A18,5,5,1,18,NaT,0,0
46,BC_00048BC_00190,BC_00048,BC_00190,G5,C18,G5C18,7,5,3,18,NaT,0,0
46,BC_00050BC_00191,BC_00050,BC_00191,K5,E18,K5E18,11,5,5,18,NaT,0,0
46,BC_00051BC_00192,BC_00051,BC_00192,M5,G18,M5G18,13,5,7,18,NaT,0,0
